issuerCode,issuerCountry,issuerCountryCode,serviceCode,serviceName,adnlServiceCode,adnlServiceName,allowedConsigneeCountry,allowedConsignorCountry,mandatory
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,BY,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,A8,Begränsad mängd farligt gods,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,HR,ALL,TRUE
Z12,SWEDEN,SE,17,PostNord MyPack Home,30,Tilläggsförsäkring,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,FI,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A5,Insurance,FI,ALL,FALSE
Z14,FINLAND,FI,48,InNight,A8,Dangerous Goods LQ,LV,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,AT,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,NO,SE,TRUE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,FR,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,BG,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,HU,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B7,Carry-in,FO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,GG,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C5,Leveransavisering,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,C4,ID check,DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,CZ,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,SE,SE,TRUE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,IE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A6,FlexDelivery,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,DE,ALL,FALSE
Z12,SWEDEN,SE,11,Varubrev Ekonomi,C7,FlexChange,SE,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,B8,Driver notification (phone),ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D5,Private receiver,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,89,EDI - mangelfuld adresse,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,FR,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,SE,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,62,Insurance DK,DK,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D1,Immidiate Return,NO,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,B7,Carry-In,ALL,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E5,Collect in Store ¿ Label Only,DK,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,D7,Delivery before 12,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,SI,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,SI,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,F8,Private Receiver Direct Delivery,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,SK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,BG,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,CZ,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,PL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,BG,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,D9,Climate Compensation,ALL,IS,FALSE
Z14,FINLAND,FI,49,InNight Reverse,A8,Dangerous Goods LQ,SE,ALL,FALSE
Z12,SWEDEN,SE,24,PostNord Return Drop Off,C6,Utlämningsavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B9,Dangerous Goods,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,LT,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,LU,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,ES,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,C6,Delivery Confirmation,FI,ALL,FALSE
Z14,FINLAND,FI,48,InNight,B9,Dangerous Goods,FI,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,47,Alkoholdryck,IT,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,LT,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,NO,FI,FALSE
Z12,SWEDEN,SE,RR,Rek,FR,Franco,ALL,ALL,FALSE
Z12,SWEDEN,SE,87,Varubrev Retur,C2,Print Label,ALL,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,D8,Ålderskontroll,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,LU,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D1,Immidiate Return,DK,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,LU,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,JE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,ES,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,CZ,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,GL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,LV,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,AX,ALL,TRUE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,PT,ALL,FALSE
Z12,SWEDEN,SE,30,MyPack Home Small,7,Utökad liggetid 30 dagar,SE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,BA,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D3,Föravisering,!SJ,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,A6,Delivery without POD,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,BG,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,MC,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,B7,Leverans till anvisad plats,ALL,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D6,Before 9,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D9,Climate Compensation,FI,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,PL,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,FI,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,NL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,DK,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,A3,SMS-avisering,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,DK,SE,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,AT,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,E5,Collect in Store ¿ Label Only,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,DK,FI,TRUE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,EE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,D2,Signature Assurance,DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,HU,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,LT,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,2,Behållarhyra,ALL,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,C6,Leverings bekreftelse,ALL,ALL,FALSE
Z14,FINLAND,FI,48,InNight,A8,Dangerous Goods LQ,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,SK,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C5,Delivery Notification,IT,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D5,Private receiver,DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,NO,DK,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,PT,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D1,Return to Sender,DK,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B9,Dangerous Goods,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,IE,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,90,Varuförsäkring,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,89,EDI - mangelfuld adresse,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,FR,ALL,TRUE
Z12,SWEDEN,SE,30,MyPack Home Small,D9,Klimatkompensation,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,EE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A6,Delivery without POD,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,HR,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,ES,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,DK,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D7,Before 12,NO,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E7,Pickup Handover,FI,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,LU,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D7,Before 12,SE,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D1,Return to Sender,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,FO,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,LT,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A6,Delivery without POD,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,SI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,AT,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A7,Valfritt hämtställe,ALL,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,E1,Däck,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,GB,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,E2,Carry out,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,GB,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A5,Insurance Europe,SE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,10,Ad-hoc pickup,SE,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,SK,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,B8,Driver notification (phone),NO,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,D2,Signatur bekreftelse,ALL,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E3,Return Pickup Private,DK,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,TR,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,LU,ALL,TRUE
Z12,SWEDEN,SE,20,Return Pickup,C5,Leveransavisering,DK,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,E7,Pickup Handover,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,PT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,AT,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,C1,Recipient freight,SE,SE,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,A5,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,BG,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D7,Before 12,ALL,DK,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,FR,FALSE
Z13,NORWAY,NO,32,MyPack Home,A3,Notification by SMS,NO,ALL,FALSE
Z14,FINLAND,FI,48,InNight,A8,Dangerous Goods LQ,SE,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,EE,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,FR,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,JE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,JE,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,E4,Collect in store,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,PL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,CH,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,A4,e-postavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,IS,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A4,Email notification,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,LU,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,PL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,FO,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,ME,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C6,Utlämningsavisering,FI,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,SI,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,AT,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,C5,Leveransavisering,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A5,Insurance Europe,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,BG,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,90,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,IT,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,CZ,ALL,FALSE
Z12,SWEDEN,SE,24,PostNord Return Drop Off,A5,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,FI,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,RS,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,FO,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,DK,SE,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,SI,ALL,TRUE
Z12,SWEDEN,SE,57,PostNord Parcel Special,A2,eBrevsavisering,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,NL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,CZ,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,PL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,MC,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,SK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,NO,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,D9,Klimatkompensation,DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,FI,DK,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,FR,ALL,TRUE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,GB,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,EE,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E2,Carry out,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,LU,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,PT,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C6,Utlämningsavisering,NO,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,B8,Driver notification (phone),ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,FR,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,IS,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,NO,FI,TRUE
Z12,SWEDEN,SE,59,Retail Delivery,E5,Collect in Store ¿ Label Only,SE,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,B9,ADR,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,FR,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,DE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,BA,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B7,Carry-in,ALL,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,E6,Pickup Confirmation,NO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A2,eBrevsavisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,VV,Värde,PU,Personlig utlämning,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,SE,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,LI,ALL,TRUE
Z12,SWEDEN,SE,48,InNight,C6,Utlämningsavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,LT,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,C4,Legitimationskontroll,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,LT,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,NO,ALL,TRUE
Z14,FINLAND,FI,48,InNight,B9,Dangerous Goods,LV,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,GR,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,JE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,SK,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,HR,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,SE,DK,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,NL,ALL,TRUE
Z12,SWEDEN,SE,83,PostNord Groupage,A6,Leverans utan kvittens,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,NL,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,SI,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,A5,Insurance,FI,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,A2,eBrevsavisering,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D6,Delivery before 9 (MEDIO 2017),ALL,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,PL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,GL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,C5,Delivery Notification,SE,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,G4,Fast liggetid 7 dagar,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,DK,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,CZ,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,47,Alkoholdryck,CZ,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,HR,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,B8,Chaufförsavisering,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,IE,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,E8,Split shipment,SE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,3,Goods return,ALL,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,SI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,EE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A8,Limited Quantity of Dangerous Goods,NO,ALL,FALSE
Z12,SWEDEN,SE,AF,Brevpostförskott,FS,"Faktura, med inlämningsundrlag",ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A8,Dangerous Goods LQ,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,5,Value,FO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D3,Föravisering,!GL,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,17,Två utkörningsförsök,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D7,Before 12,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,DK,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,FR,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D7,Before 12,SE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,NO,DK,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,CH,ALL,TRUE
Z12,SWEDEN,SE,18,PostNord Parcel,A5,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,EE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A3,SMS-avisering,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,FI,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,FI,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,D9,Klimatkompensation,SE,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,FR,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,A3,SMS-avisering,ALL,ALL,FALSE
Z13,NORWAY,NO,19,MyPack Collect,D2,Signatur bekreftelse,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,A8,Dangerous Goods LQ,NL,ALL,FALSE
Z11,DENMARK,DK,48,InNight,89,EDI - mangelfuld adresse,FO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,GR,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,HR,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,LV,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,A4,e-postavisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,VV,Värde,FS,"Faktura, med inlämningsundrlag",ALL,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,D5,Private Receiver,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,E4,Mypack Collect in Store,NO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,DK,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A9,Driver notification,SE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,D6,Before 9,FI,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,A8,Dangerous Goods LQ,HR,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,90,Varuförsäkring,NO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A6,Leverans utan kvittens,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,PL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,DK,NO,TRUE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,IS,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A6,FlexDelivery,ALL,DK,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A5,Insurance Europe,SE,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,D3,,ALL,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,A8,Dangerous Goods LQ,FI,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,A5,Varuförsäkring,FI,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D1,Return to Sender,SE,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A2,Letter notification,SE,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,AX,ALL,FALSE
Z12,SWEDEN,SE,24,PostNord Return Drop Off,D9,Klimatkompensation,ALL,ALL,FALSE
Z12,SWEDEN,SE,VV,Värde,KI,Mottagarkvittens med utökad index,ALL,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,KI,Mottagarkvittens med utökad index,ALL,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,D9,Climate Compensation,ALL,GL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,BA,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,DE,ALL,FALSE
